Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Source,EID,Reviewer,Reviewer Comments,Reviewer Decision
"Rösler I.K., van Nunspeet F., Ellemers N.",57223204756;55873499500;7004525217;,Falling on deaf ears: The effects of sender identity and feedback dimension on how people process and respond to negative feedback − An ERP study,2023,Journal of Experimental Social Psychology,104,,104419,,,,,10.1016/j.jesp.2022.104419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138640924&doi=10.1016%2fj.jesp.2022.104419&partnerID=40&md5=b253ba9dbc0050a582d91a939f2b68d7,"Social contexts can affect how people respond to feedback from others. We investigated how context information modulates the cognitive processing of feedback messages (i.e., external evaluations of one's character). We manipulated two aspects of (positive and negative) feedback messages: The identity of the sender (ingroup vs. outgroup member), and the dimension (one's competence vs. morality) as focal concern addressed in the feedback. We measured affective and behavioral responses after participants received such feedback (Study 1, N = 194), and additionally recorded an EEG in Study 2 (N = 49). In both studies, participants reported being more emotionally affected by negative feedback from ingroup compared to outgroup senders. Participants in Study 1 also reported to perceive feedback on their morality (vs. competence) as more negative. Complementing these findings, ERP results of Study 2 revealed greater preferential processing (i.e., increased P200) of feedback messages delivered by ingroup rather than outgroup members. Additionally, participants paid less sustained attention to feedback on their morality (vs. competence, as indicated by decreased P300- and LPP-amplitudes), and afterward recalled less morality- (vs. competence-) related feedback messages. The ERP findings were more pronounced for negative compared to positive feedback. These results suggest that subtle cues such as the social group-membership of a sender or the dimension addressed in a feedback message can modulate the cognitive processing of that message. Furthermore, our findings may explain why people are inclined to disregard negative feedback from outgroup senders and on their moral character. © 2022 The Authors",Affective responses; ERP; Feedback; Morality,adult; article; attention; controlled study; ear; electroencephalogram; evoked response; female; hearing impaired person; human; human experiment; major clinical study; male; morality; negative feedback; positive feedback,Article,Final,Scopus,2-s2.0-85138640924,Peter,,
"AlMeraj Z., Abu Doush I., Alhuwail D., Shama S., AlBahar A., Al-Ramahi M.",26634750800;36187951200;36454483000;57761308500;57761459300;42161008100;,Access and Experiences of Arabic Native Speakers With Disabilities on Social Media During and After the World Pandemic,2023,International Journal of Human-Computer Interaction,39,4,,923,948,,,10.1080/10447318.2022.2051887,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132650820&doi=10.1080%2f10447318.2022.2051887&partnerID=40&md5=1031de043eaaec5187b381b6a322ace0,"Since the start of the coronavirus 2019 (COVID-19) outbreak, governments across the world have mobilized to inform citizens on the virus spread details, nation-level processes, and best health measures and practices to be taken. A large percentage of the media posted through the COVID-19 crisis has been graphical, which raised the question of whether Arabic-speaking blind and deaf persons were able to independently access reliable information. This article presents the results of two studies. The first study involves a content analysis of official social media posts about COVID-19 during critical phases of the outbreak via heuristic evaluation of WCAG2.1 on an iOS smartphone and an iPad. The second study explores the experiences of native Arabic-speaking blind and deaf persons on social media during the pandemic and curfew or lockdown periods in the State of Kuwait using a semi-structured interview (11 people who are blind/low vision and 7 people who are deaf). Overall, our findings highlight the accessibility gaps in the current government social media information content and its dissemination practices and barriers in providing information and services. Also, it gives insights into how people who are blind and people who are deaf are able to manage their lifestyle within and beyond the COVID-19 pandemic. © 2022 Taylor & Francis Group, LLC.",,Social networking (online); Viruses; Blind person; Content analysis; Coronaviruses; Critical phasis; Deaf persons; Health measures; Health practices; Level process; Social media; Virus spreads; COVID-19,Article,Final,Scopus,2-s2.0-85132650820,Peter,,
"Lai V.T., van Berkum J., Hagoort P.",56524175500;7004323856;7003301986;,Negative affect increases reanalysis of conflicts between discourse context and world knowledge,2022,Frontiers in Communication,7,,910482,,,,,10.3389/fcomm.2022.910482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145080356&doi=10.3389%2ffcomm.2022.910482&partnerID=40&md5=e40ae276612a050271a3d60baef74125,"Introduction: Mood is a constant in our daily life and can permeate all levels of cognition. We examined whether and how mood influences the processing of discourse content that is relatively neutral and not loaded with emotion. During discourse processing, readers have to constantly strike a balance between what they know in long term memory and what the current discourse is about. Our general hypothesis is that mood states would affect this balance. We hypothesized that readers in a positive mood would rely more on default world knowledge, whereas readers in a negative mood would be more inclined to analyze the details in the current discourse. Methods: Participants were put in a positive and a negative mood via film clips, one week apart. In each session, after mood manipulation, they were presented with sentences in discourse materials. We created sentences such as “With the lights on you can see..” that end with critical words (CWs) “more” or “less”, where general knowledge supports “more”, not “less”. We then embedded each of these sentences in a wider discourse that does/does not support the CWs (a story about driving in the night vs. stargazing). EEG was recorded throughout. Results: The results showed that first, mood manipulation was successful in that there was a significant mood difference between sessions. Second, mood did not modulate the N400 effects. Participants in both moods detected outright semantic violations and allowed world knowledge to be overridden by discourse context. Third, mood modulated the LPC (Late Positive Component) effects, distributed in the frontal region. In negative moods, the LPC was sensitive to one-level violation. That is, CWs that were supported by only world knowledge, only discourse, and neither, elicited larger frontal LPCs, in comparison to the condition where CWs were supported by both world knowledge and discourse. Discussion: These results suggest that mood does not influence all processes involved in discourse processing. Specifically, mood does not influence lexical-semantic retrieval (N400), but it does influence elaborative processes for sensemaking (P600) during discourse processing. These results advance our understanding of the impact and time course of mood on discourse. Copyright © 2022 Lai, van Berkum and Hagoort.",discourse; ERP; LPC (late positive component); mood; N400; semantics; world knowledge,,Article,Final,Scopus,2-s2.0-85145080356,Peter,,
"Mashiata M., Ali T., Das P., Tasneem Z., Badal M.F.R., Sarker S.K., Hasan M.M., Abhi S.H., Islam M.R., Ali M.F., Ahamed M.H., Islam M.M., Das S.K.",57949260100;57948894000;57219987957;56412929200;57226452852;57207728027;57213529757;57203129054;57220973727;57210996291;57949260200;55547121000;57217026039;,Towards assisting visually impaired individuals: A review on current status and future prospects,2022,Biosensors and Bioelectronics: X,12,,100265,,,,,10.1016/j.biosx.2022.100265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140979606&doi=10.1016%2fj.biosx.2022.100265&partnerID=40&md5=859f4464ff7c6caf51c3687bdc35c13d,"Visually impaired people require support with regular tasks including navigating, detecting obstacles, and maintaining safety, especially in both indoor and outdoor environments. As a result of the advancement of assistive technology, their lives have become substantially more convenient. Here, cutting-edge assistive devices and technologies for the visually impaired are reviewed, along with a chronology of their evolution. These methodologies are classified according to their intended applications. The taxonomy is combined with a description of the tests and experiments that can be used to examine the characteristics and assessments of assistive technology. In addition, the algorithms used in assistive devices are examined. This paper looks at solar industry innovations and promotes using renewable energy sources to create assistive devices, as well as, addresses the sudden advent of COVID-19 and the shift in the development of assistive devices. This review can serve as a stepping stone for further research on the topic. © 2022 The Author(s)",,Renewable energy resources; Assistive devices; Assistive technology; Current status; Future prospects; Indoor environment; On currents; On-currents; Outdoor environment; Visually impaired; Visually impaired people; Assistive technology; assistive technology; computer heuristics; coronavirus disease 2019; global positioning system; human; image processing; image segmentation; mobile phone addiction; pattern recognition; quality of life; radiofrequency identification; reaction time; recognition; recognition index; renewable energy; Review; solar energy; visual impairment; visually impaired person,Review,Final,Scopus,2-s2.0-85140979606,Peter,,
"Salminen J., Jung S.-G., Nielsen L., Şengün S., Jansen B.J.",57200315665;57194276330;35561663800;56031272400;7202560690;,How does varying the number of personas affect user perceptions and behavior? Challenging the ‘small personas’ hypothesis!,2022,International Journal of Human Computer Studies,168,,102915,,,,1.0,10.1016/j.ijhcs.2022.102915,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136714610&doi=10.1016%2fj.ijhcs.2022.102915&partnerID=40&md5=a92b0c9e30cb6b9a8a7d5a248bb0c002,"Studies in human-computer interaction recommend creating fewer than ten personas, based on stakeholders’ limitations to cognitively process and use personas. However, no existing studies offer empirical support for having fewer rather than more personas. Investigating this matter, thirty-seven participants interacted with five and fifteen personas using an interactive persona system, choosing one persona to design for. Our study results from eye-tracking and survey data suggest that when using interactive persona systems, the number of personas can be increased from the conventionally suggested ‘less than ten’, without significant negative effects on user perceptions or task performance, and with the positive effects of increasing engagement with the personas, having a more diverse representation of the end-user population, as well as users accessing personas from more varied demographic groups for a design task. Using the interactive persona system, users adjusted their information processing style by spending less time on each persona when presented with fifteen personas, while still absorbing a similar amount of information than with five personas, implying that more efficient information processing strategies are applied with more personas. The results highlight the importance of designing interactive persona systems to support users’ browsing of more personas. © 2022 The Author(s)",Number of personas; Personas; User segmentation; User study,Behavioral research; Human computer interaction; Population statistics; Surveys; Eye-tracking; Number of persona; Persona; Personas systems; Survey data; Tracking data; User behaviors; User perceptions; User segmentation; User study; Eye tracking,Article,Final,Scopus,2-s2.0-85136714610,Peter,,
Almalhy K.M.,57243940900;,Effect of video tutorial delivery method on D/HH students’ content comprehension,2022,Frontiers in Psychology,13,,872946,,,,,10.3389/fpsyg.2022.872946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143785692&doi=10.3389%2ffpsyg.2022.872946&partnerID=40&md5=5869412b5ccaf04df3e9c2a6b71fcaf2,"Introduction: Using video tutorials to deliver instructional content has become common practices nowadays. However, it is required to investigate how to implement new methods to deliver instructional content to deaf students to ensure success of their learning and reduce their reliance on personnel support or consultation from hearing peers. Therefore, and in light of cognitive theory of multimedia learning, this study experimented three different video tutorial methods to deliver instructional content that are tailored to deaf students’ learning needs. The three methods included: (a) sign language only, (b) captioned text only, and (c) sign language and captioned text combined. Methods: The study applied a mixed methods research design using pretest-posttest quasi-experimental design (tests scores) and qualitative research design (interviews). Fifty-four undergraduate deaf students from a large university in Saudi Arabia participated in this study, and of those participants, fifteen deaf students participated in semistructured interviews. Results and discussion: One-way analysis of variance results showed that using video tutorial that presents declarative content with captions only was significantly effective in comparison with the other methods. While the video tutorial that presents procedural content with sign language only was significantly effective in comparison with the other methods. Interview results confirmed the quantitative results. Practical and theoretical implications are discussed. Copyright © 2022 Almalhy.",captioned text; deaf and hard of hearing students; deaf education; multimedia; Saudi Arabia Sign Language; sign language interpreter; video tutorials,,Article,Final,Scopus,2-s2.0-85143785692,Peter,,
"Andrew S., Tigwell G.W.",57220117831;57191504112;,Accessible Design is Mediated by Job Support Structures and Knowledge Gained Through Design Career Pathways,2022,Proceedings of the ACM on Human-Computer Interaction,6,2 CSCW,487,,,,,10.1145/3555588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146440097&doi=10.1145%2f3555588&partnerID=40&md5=00863585f147cf941c568da739a59eb1,"Digital designers often do not make their work accessible (e.g., websites failing criteria set by the W3C's Web Content Accessibility Guidelines), and accessible design research discusses many solutions to address this problem (e.g., teaching accessibility within university design and technical courses). However, prior research in this area typically does not acknowledge whether recommendations and resources to support accessible design are suitable for all digital designers due to different training pathways and job support structures (e.g., large-company vs. rural and self-employed designers or designers who learned their skills outside of formal education settings). We interviewed 20 digital designers from rural and urban areas, as well as working from home and remotely, to understand the challenges they experience in making accessible content within the context of their workplace. We find that job support structures mediate the effectiveness of current accessible design recommendations and resources, and we suggest how to improve accessible design support to meet the needs of under-resourced designers. © 2022 ACM.",accessible design; remote work; resources; rural; workplace,Curricula; Ground supports; Human engineering; Rural areas; Accessible design; Design course; Design research; Digital designers; Remote work; Resource; Support knowledge; Support structures; Web content accessibility guidelines; Workplace; Websites,Article,Final,Scopus,2-s2.0-85146440097,Peter,,
"Bragg D., Glasser A., Minakov F., Caselli N., Thies W.",43660991100;57195128152;57203000945;56286073000;7005832437;,Exploring Collection of Sign Language Videos through Crowdsourcing,2022,Proceedings of the ACM on Human-Computer Interaction,6,CSCW2,514,,,,,10.1145/3555627,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146432699&doi=10.1145%2f3555627&partnerID=40&md5=636b16973d6695e10077f096c38a7f28,"Inadequate sign language data currently impedes advancement of sign language ML and AI. Training on existing datasets results in limited models due to small size, and lack of diverse signers in real-world settings. Complex labeling problems in particular often limit scale. In this work, we explore the potential for crowdsourcing to help overcome these barriers. To do this, we ran a user study with exploratory crowdsourcing tasks designed to support scalability: 1) to record videos of specific content - thereby enabling automatic, scalable labeling - and 2) to perform quality control checks for execution consistency - further reducing post-processing requirements. We also provided workers with a searchable view of the crowdsourced dataset, to boost engagement and transparency and align with Deaf community values. Our user study included 29 participants using our exploratory tasks to record 1906 videos and perform 2331 quality control checks. Our results suggest that a crowd of signers may be able to generate high-quality recordings and perform reliable quality control, and that the signing community values visibility into the resulting dataset. © 2022 ACM.",citizen science; corpus; crowdsourcing; data; dataset; education; machine learning; sign language,Machine learning; Quality assurance; Quality control; Citizen science; Community values; Corpus; Data; Dataset; Labelings; Machine-learning; Real world setting; Sign language; User study; Crowdsourcing,Article,Final,Scopus,2-s2.0-85146432699,Peter,,
Hermosa-Ramírez I.,57219651262;,Physiological instruments meet mixed methods in Media Accessibility,2022,Translation Spaces(Netherland),11,1,,38,59,,,10.1075/ts.21020.her,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147315652&doi=10.1075%2fts.21020.her&partnerID=40&md5=07d40ad9d30083be25a9df2680a700fd,"Mixed methods have an established trajectory in the social sciences. Audiovisual Translation and Media Accessibility (MA) Studies are also increasingly applying the ""third research paradigm""(Johnson et al., 2007,112). Yet, publications in our field often fail to discuss the mixed-method nature of the study in depth, be it because of space limitations or a lack of deliberate integration of the methods. Concurrently, MA has seen a boom in experimental research, as descriptive approaches have given way to reception and usercentred studies that engage in the cognitive processes and immersion of audiences (Orero et al. 2018). This article proposes a methodological basis for MA researchers to design studies employing physiological instruments within a mixed methods framework. The core mixed methods designs (convergent, explanatory, and exploratory) are presented, and examples of their applications to research employing physiological instruments are discussed. © 2022 John Benjamins Publishing Company.",experimental research; Media Accessibility; methodology; mixed methods; physiological instruments; research desig,,Article,Final,Scopus,2-s2.0-85147315652,Peter,,
"Silva B.B., Orrego-Carmona D., Szarkowska A.",57202391092;57201389752;54416458200;,Using linear mixed models to analyze data from eye-tracking research on subtitling,2022,Translation Spaces(Netherland),11,1,,60,88,,1.0,10.1075/ts.21013.sil,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147277017&doi=10.1075%2fts.21013.sil&partnerID=40&md5=dcc16b668a3bc22f1778955d4008ad11,"In this paper, we aim to promote the use of linear mixed models (LMMs) in eye-tracking research on subtitling. Using eye tracking to study viewers' reading of subtitles often warrants controlling for many confounding variables. However, even assuming that these variables are known to researchers, such control may not be possible or desired. Traditional statistical methods such as t-tests or ANOVAs exacerbate the problem due to the use of aggregated data: each participant has one data point per dependent variable. As a solution, we propose the use of LMMs, which are better suited to account for a number of subtitle and participant characteristics, thus explaining more variance. We introduce essential theoretical aspects of LMMs and highlight some of their advantages over traditional statistical methods. To illustrate our point, we compare two analyses of the same dataset: one using a t-test; another using LMMs. © 2022 John Benjamins Publishing Company.",audiovisual translation; confounding variables; eye tracking; linear mixed-effects models; LMMs; reading; subtitling; traditional statistical methods,,Article,Final,Scopus,2-s2.0-85147277017,Peter,,
